"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"RAP2C"	0.34330889206614	3.39724240100921	5.783434050271	6.56430953311045e-08	2.52959904936819e-07	7.24474865429244
"RHPN2"	0.897021947349528	2.49243444484769	5.78197620346126	6.6083974621361e-08	2.54560765105397e-07	7.23820510657215
"CRYBB2"	-0.144325121759342	0.192053552203906	-5.78104117525542	6.63682723864627e-08	2.55557460094196e-07	7.23400870269124
"MTREX"	0.354535985154386	3.31755406812316	5.78033282910418	6.658444565602e-08	2.56291168806851e-07	7.23082989271133
"GTF2IP7"	0.403121068219692	0.271430493178863	5.77920095334902	6.69313069085302e-08	2.57527152399116e-07	7.22575086927437
"IMPDH1P8"	0.126940876599635	0.101214550767037	5.77867378358747	6.70934618094085e-08	2.58051776190033e-07	7.22338550480555
"TXN"	0.765622732846666	6.92751691187807	5.77848386249606	6.71519750477734e-08	2.58177528057568e-07	7.22253337427321
"SLC7A5P1"	0.215635878081961	0.220925405517709	5.7717218819333	6.92682406469902e-08	2.66211532079132e-07	7.19220391242726
"PPA2"	0.404509960117193	3.58906097613123	5.77072195435374	6.95866876602628e-08	2.67332645640656e-07	7.18772058512029
"CASC8"	0.341984664616256	0.235595180032893	5.7659039508744	7.11413275099471e-08	2.73200182449874e-07	7.16612426659461
"TUT1"	0.345744045445087	1.90162649130904	5.7652838529166	7.13438756424099e-08	2.73872843157044e-07	7.16334544082534
"DENND4A"	-0.381925212260702	2.08153776987947	-5.76460608818718	7.15659072703827e-08	2.74576774952432e-07	7.16030838114449
"HIPK3"	-0.442417074990175	4.10573799073246	-5.76455654090514	7.1582165230099e-08	2.74576774952432e-07	7.16008636770884
"SLAIN2"	-0.258676432333509	3.58591977177377	-5.76408885780866	7.17358048458794e-08	2.75060601402912e-07	7.15799080592863
"IGHV3OR16-12"	0.546852801902951	0.460107149689744	5.76295587887638	7.21093449846186e-08	2.76386910634797e-07	7.15291461746186
"YWHAZP2"	0.397021306293851	0.641779351567452	5.76274307936845	7.21797170142057e-08	2.76550639901171e-07	7.15196125321272
"GAPDHP44"	0.115773607088604	0.111114225558318	5.75651055555984	7.42709453819721e-08	2.84454022910655e-07	7.12404741316205
"TSPYL2"	-0.562685644768772	2.80974521422947	-5.75449348704258	7.49603894098577e-08	2.86984645520129e-07	7.11501702615717
"IL5RA"	-0.699609734470154	0.764619076523063	-5.7518708915084	7.58662024396616e-08	2.90263330507956e-07	7.10327829041612
"ZNF81"	0.259000120694246	0.677688567230667	5.75184604695218	7.58748345947796e-08	2.90263330507956e-07	7.10316710019139
"LSP1P4"	0.36696150521313	0.602408034188277	5.75156601377571	7.59721978232571e-08	2.90524657067905e-07	7.10191384775977
"SESTD1"	-0.526981534436913	2.72905178255154	-5.74845220558121	7.70631149155488e-08	2.94583772612954e-07	7.08798064939431
"CPTP"	0.445362362786316	3.58278433802228	5.74708951091955	7.75453535696942e-08	2.96313922696577e-07	7.08188436827964
"SLC4A1"	-0.188573812618575	0.138623089981853	-5.74616101962572	7.78756283436707e-08	2.97462293138544e-07	7.07773103413235
"HEMGN"	-0.106907399382411	0.0984660905057665	-5.74590791428918	7.79658998795527e-08	2.97693393965455e-07	7.07659890520062
"PPEF1"	0.259308540894439	0.251808058028391	5.74508405564451	7.82604455261976e-08	2.98703990558006e-07	7.0729140111997
"UBE2R2"	0.313004818251579	4.38217942715404	5.74455738865009	7.84493110538087e-08	2.99310610659323e-07	7.07055852567183
"CASP5"	-0.343948354857577	0.632515907614282	-5.74387682458738	7.86940272495616e-08	3.00129775932729e-07	7.06751492023426
"RGS10"	0.729197622275965	4.24396925400904	5.74253925484335	7.91771729531489e-08	3.01857312059279e-07	7.06153364247345
"RRAGB"	-0.36290782611386	2.46622391996851	-5.74210575257026	7.93343825245736e-08	3.02341396816211e-07	7.05959529240336
"NAT8L"	0.501258091186577	0.342182823865464	5.74111201506766	7.96959178820168e-08	3.03603496693397e-07	7.05515222470844
"LRWD1"	0.470224871072983	2.0512575466786	5.74068155897138	7.98530249835244e-08	3.04086157591487e-07	7.05322775719698
"MPRIP"	-0.537828661773157	3.49847776683482	-5.73880271434657	8.05423271715729e-08	3.06594317364191e-07	7.04482881318405
"C19orf38"	-0.601456439952421	1.79451031351589	-5.73844857881331	8.06729030951199e-08	3.06974517104718e-07	7.04324590039066
"XKR6"	-0.160850098592058	0.298150019925813	-5.73760368825883	8.09852682728058e-08	3.08045904422996e-07	7.03946963030171
"ALPK2"	0.304191815656632	0.198246782911551	5.73716713296937	8.11471321019107e-08	3.08544228524375e-07	7.03751854956416
"ACSL4"	-0.661034038953685	4.52334203401	-5.73492530465295	8.19833588964229e-08	3.11605316976142e-07	7.02750051098359
"EFCAB1"	-1.07836110332688	1.07016816274698	-5.73462000771134	8.2097890062661e-08	3.11922074706159e-07	7.02613639948403
"FAM76A"	-0.33172709416193	2.35627448017991	-5.73424339243621	8.22393923318155e-08	3.12341026706477e-07	7.02445368214191
"TGIF1"	0.46809048375807	3.27524144915816	5.73202605561917	8.30773562576213e-08	3.15403782299246e-07	7.01454785005309
"WDR86"	0.632961294456228	0.83037124029364	5.73168386592439	8.32074185824273e-08	3.15777679629705e-07	7.01301932356899
"KLHDC7B"	0.565441775612407	0.972982578415607	5.73079631975596	8.35456962051619e-08	3.1694118438984e-07	7.00905497896824
"GINM1"	-0.305960174556664	4.72247744280956	-5.7307012880883	8.35819962492799e-08	3.16958650926355e-07	7.00863052720723
"ATP6V0A1"	-0.369639456302455	3.02364222843316	-5.73039119925793	8.37005511251403e-08	3.17287911770812e-07	7.00724556578385
"LRRC57"	-0.26231282625421	1.97849673157289	-5.73002222946868	8.38418326255362e-08	3.17703041400289e-07	7.00559767577261
"STEAP1B"	0.441783903659705	0.411156255107203	5.72947818494698	8.40505785134221e-08	3.18373403459932e-07	7.00316797473661
"PCSK1N"	1.32548507975457	1.9324697935356	5.72354359812629	8.63610099354021e-08	3.27001173553207e-07	6.97667237005337
"TIAL1"	0.290306927507895	3.25528454465325	5.72288817596926	8.66199650086014e-08	3.2785755113021e-07	6.97374709334103
"LINC00629"	0.201648356155563	0.126703888430285	5.72207845912302	8.69409332681915e-08	3.28947912478969e-07	6.97013342402288
"C3orf14"	0.574202113348509	1.58998798841546	5.72139032226533	8.72146245231829e-08	3.29858640405382e-07	6.96706257291634
"KIAA2013"	0.307221682956667	4.33805391126149	5.72032915155231	8.76383390427955e-08	3.31335875398092e-07	6.962327434967
"HOXA10"	0.668295820433723	0.400085803317788	5.71919188187647	8.80946806717074e-08	3.32935301102447e-07	6.95725326657049
"ARFGEF2"	0.447528414653158	3.05695182064009	5.71665518189149	8.91209723739803e-08	3.36686710895279e-07	6.9459372477044
"CCDC127"	0.364781626157895	1.82174795837105	5.71492971153536	8.98257506735135e-08	3.39221112815383e-07	6.93824164164092
"CASKIN1"	0.173087898819604	0.108151085544569	5.71188160450719	9.10841494548573e-08	3.43843523800896e-07	6.92465020059091
"PLAC1"	0.329574397044278	0.187796092333458	5.70933587483416	9.21483813258637e-08	3.47729740852316e-07	6.91330191538399
"PITRM1"	0.404230683892281	3.47611409583526	5.70684858369764	9.31999582536391e-08	3.51565289527118e-07	6.90221683377783
"SLC18A2"	-0.465480914637574	0.772801007534301	-5.70484060147171	9.40574709262118e-08	3.54666179963091e-07	6.89326982928555
"IGLV2-5"	0.663828978952923	0.633768169321902	5.70376996788295	9.45178448911917e-08	3.56267790769663e-07	6.88850009812206
"FAM174A"	-0.454347772894211	4.19738179256956	-5.70232856249361	9.51411432035561e-08	3.58482076878508e-07	6.88207933998209
"SRCIN1"	0.487271360817597	0.678437688836482	5.70187377736329	9.53386384779107e-08	3.59090917054278e-07	6.8800536802114
"FANCM"	0.237982368571246	0.701608446298395	5.70170548629709	9.54118225304122e-08	3.59231259527154e-07	6.87930411713221
"RBM12B-AS1"	0.36081362927317	0.508437868916187	5.7014194637506	9.55363304008849e-08	3.59564660899078e-07	6.87803020983683
"PRMT1"	0.37277121226772	4.28913894829228	5.701087227622	9.56811554547562e-08	3.59974249265448e-07	6.87655051761807
"DERL1"	0.286537996559123	3.92530995267096	5.69910595863077	9.65492914390625e-08	3.6310376622438e-07	6.86772745775224
"ADA2"	-0.912867154026666	4.43679157176825	-5.69452963538393	9.8584140748699e-08	3.70617070483831e-07	6.84735449581549
"CRK"	-0.310432175934035	4.57416323825403	-5.69255225399658	9.94763349597566e-08	3.7383064622231e-07	6.83855435664935
"PTCD3"	0.319050011509298	2.51498839423921	5.69111847788133	1.00128201778593e-07	3.76138999919585e-07	6.83217453794145
"COX15"	0.344783962306141	3.42304639043623	5.68728299330274	1.01892666464195e-07	3.82623606699945e-07	6.81511230932484
"PTGIS"	-0.923483910187824	3.04712062202363	-5.6840771457192	1.03390837728844e-07	3.88103745228393e-07	6.80085592993036
"HGF"	-0.538093091339579	1.55896995860126	-5.68262013547252	1.04078853249561e-07	3.90539787052761e-07	6.79437809161099
"IGHV3OR16-6"	0.681952633555537	0.615752102525679	5.68164032736537	1.04544051371602e-07	3.92138227200307e-07	6.79002240308075
"VWDE"	0.452746228082816	0.428696876110338	5.67997890089237	1.0533753539428e-07	3.94966386930185e-07	6.78263756740627
"LY6D"	1.29668911975321	0.779255521898227	5.67989194725798	1.05379225972928e-07	3.94974610093433e-07	6.78225110227724
"CD68"	-0.709079831419349	1.58075088028085	-5.67838911567968	1.06102331342591e-07	3.97535898623421e-07	6.77557229200672
"UGP2"	0.319687217783684	4.33349426691202	5.6773051380704	1.0662691799043e-07	3.99351752773146e-07	6.77075554185151
"CNTNAP3P2"	-0.0627112128274965	0.0770440526872886	-5.6765295977001	1.07003797373991e-07	4.00613243631567e-07	6.76730967355384
"KDSR"	-0.290758595539298	3.13135982893193	-5.67409143787315	1.08197166061004e-07	4.04929513701361e-07	6.75647818719134
"EXOSC3"	0.364444038060176	2.37910471631412	5.67288154479691	1.08794188412021e-07	4.07011554104081e-07	6.75110421753742
"NFKBIA"	-0.868357692534385	6.88267420430193	-5.67104773792301	1.09705243929836e-07	4.10266432048751e-07	6.74296023248726
"CCDC87"	0.194609700255205	0.286356136506818	5.67088308263003	1.09787411507818e-07	4.10420229935768e-07	6.74222906567432
"IQCA1"	-0.685835288166667	1.23461399841718	-5.66986191139337	1.10298353541356e-07	4.12176209048416e-07	6.73769472586752
"CD59"	-0.561345369704034	6.69506074963254	-5.66927650175981	1.10592313233387e-07	4.13120333333534e-07	6.73509551754002
"IGHV1OR16-1"	0.515042946216272	0.373480189488292	5.66671150989606	1.11889388590857e-07	4.17809516769445e-07	6.72370876219484
"FAM171B"	0.553076106914614	1.11643448749715	5.66625414332561	1.12122233169545e-07	4.18522706866537e-07	6.72167867875589
"MRPL20"	0.361954683032806	4.40558134555377	5.66600098249865	1.12251321112674e-07	4.18848213106993e-07	6.72055502941963
"RNF227"	-0.440584598812474	1.6937763118371	-5.66574289815873	1.12383069558426e-07	4.19183400068728e-07	6.71940955597339
"FCGR1B"	-0.296980759505841	0.603409474756992	-5.66559364078024	1.12459332537926e-07	4.19311456144391e-07	6.71874710997624
"TCEAL7"	-0.602306868168701	1.51215591218963	-5.66305135884244	1.1376612902383e-07	4.24025825657212e-07	6.7074652459634
"CEBPD"	-0.871177537277368	5.69251670277798	-5.66246867664033	1.14067732797506e-07	4.24991552896819e-07	6.70487987965168
"NXT2"	0.450441802030351	2.95568280119956	5.66227540913822	1.14167943541318e-07	4.25206493636193e-07	6.70402238273261
"RRAD"	-1.37977239116125	4.0640356073899	-5.66212063141653	1.1424825925734e-07	4.25347204978926e-07	6.70333567057133
"RETREG3"	0.325232086934387	4.17073277235123	5.66071603823102	1.14979653471812e-07	4.27910880058847e-07	6.69710430143339
"STT3B"	0.329059251537018	5.3127678537429	5.65802490282064	1.16393815328724e-07	4.33012705836026e-07	6.68516769748444
"DUSP9"	0.720737914063907	0.416999676481731	5.65564201551595	1.17660219174515e-07	4.37561246465284e-07	6.67460098210497
"NSUN5P2"	0.286107461578144	0.423303133136226	5.65509879087088	1.17950805234332e-07	4.38478829867405e-07	6.6721924456599
"KIFC2"	0.63163064739486	1.44459955906675	5.65469260073698	1.18168547273367e-07	4.39125036318717e-07	6.67039157401681
"RPS2P7"	0.396310725322491	0.836356913001	5.65278378906136	1.19197071634057e-07	4.42782584078962e-07	6.66192969544221
"SERP2"	-0.418850249041842	1.08739774957892	-5.65268713839518	1.19249382640684e-07	4.42812412330797e-07	6.66150127961836
"MAP3K20"	-0.417416073738316	2.71130477898874	-5.65218340352862	1.1952238756109e-07	4.43661423760543e-07	6.65926847989244
"EIF1"	-0.357017906917719	7.33482041050097	-5.65088402763923	1.20229430854489e-07	4.46120337122409e-07	6.65350952296983
"MAP4K2"	-0.452901476499298	2.2548693515407	-5.65003416340947	1.20694092572759e-07	4.47678384913795e-07	6.64974324480223
"IGLV2-8"	1.74450477813112	4.20051371891626	5.6463046737486	1.2275408180478e-07	4.55150470169744e-07	6.63321929856509
"PNOC"	0.579910629203333	0.585285289765847	5.64611419455372	1.2286021324612e-07	4.553751417573e-07	6.63237552180751
"VRK2"	0.353829893749299	2.6471652425764	5.64476043009319	1.23617100950432e-07	4.58010748241689e-07	6.62637913185633
"C1QC"	-1.16540829176421	7.56106233777474	-5.64149952640332	1.25459080728656e-07	4.64663261957985e-07	6.61193852979377
"EEF1D"	0.389065695085263	3.70981374039842	5.63992882607868	1.26355892264693e-07	4.67811522638625e-07	6.60498450125437
"CX3CL1"	-1.21451470227561	4.18623362861763	-5.63167694270075	1.31171619360884e-07	4.85461211550275e-07	6.56846843018532
"PABPC3"	0.207062326885916	0.286871374067291	5.63098832730401	1.3158152580884e-07	4.8679809770196e-07	6.5654225397207
"RNF149"	-0.356370114073158	4.1550604582943	-5.62863203837094	1.32993654163901e-07	4.91840436996677e-07	6.55500176199065
"CNTROB"	-0.430786340462631	2.97490076164412	-5.62700669926894	1.3397636768905e-07	4.95291562621256e-07	6.54781506619217
"HAT1"	0.302254046139825	2.75891465773588	5.62685764619171	1.3406684366386e-07	4.95442881241167e-07	6.54715606266337
"TCTEX1D1"	-0.656488088262332	0.801608333923062	-5.62555250376518	1.34861633607452e-07	4.98195912846146e-07	6.54138609806067
"OR7E36P"	-0.342821850629097	0.257735520660985	-5.62452621240378	1.35489853540789e-07	5.00331807757713e-07	6.53684944768065
"PNRC2"	-0.36005500725772	4.84957387010447	-5.62312122209963	1.36354537575971e-07	5.03339009139797e-07	6.53063953963747
"SEC61A2"	0.39359560651579	1.12610579944816	5.62216470495609	1.36946305947406e-07	5.05336922315151e-07	6.52641233476879
"ARFIP2"	0.364138802553509	3.38669007867237	5.6211759297182	1.37560676833775e-07	5.07416734908798e-07	6.5220429947807
"FGFRL1"	0.532003743392105	3.03246365269728	5.6210640275738	1.37630376611805e-07	5.0748663942406e-07	6.52154853299001
"RHOA"	-0.303048679010875	8.01338261759403	-5.62062114172023	1.37906573804668e-07	5.08317632895939e-07	6.51959160847895
"DFFA"	0.326770499563684	3.06859696563851	5.61997047232286	1.38313336616073e-07	5.09552546326497e-07	6.51671673416439
"FABP12"	-0.132661587615079	0.0851354476167079	-5.61992227074667	1.38343516327644e-07	5.09552546326497e-07	6.51650377098606
"RMND1"	0.381321993489474	2.93387035231035	5.61737102937717	1.39950128887131e-07	5.15280297817126e-07	6.50523339866741
"SACS"	0.343801074298948	0.936668425090281	5.61668695879902	1.40384013115157e-07	5.1668757127404e-07	6.50221193628432
"ARL2BPP4"	0.452461991048056	0.293953279740479	5.61461313412313	1.41707445131863e-07	5.21366611964177e-07	6.49305335432697
"PRKCSH"	0.385267079646667	5.62464665967105	5.61419539950288	1.41975502162891e-07	5.22160728807985e-07	6.49120875364632
"F2RL3"	-0.97615039336607	1.8652494171497	-5.61234293187852	1.43170215475879e-07	5.26361086308379e-07	6.48302970076972
"PLD6"	0.445731306542122	1.49059191882896	5.60867252881539	1.45566538635548e-07	5.34974416154164e-07	6.46682855915146
"NUS1P2"	0.420032905172712	0.250780158502205	5.60757189317011	1.46292747042401e-07	5.37445801037478e-07	6.46197152432967
"DDX50P1"	0.110406726735958	0.146844732352389	5.60731822831309	1.4646061987066e-07	5.37864927912816e-07	6.46085219381029
"TYRP1"	-0.59836677079524	0.899470499464538	-5.60696684079823	1.46693476425144e-07	5.38522306993921e-07	6.45930169606109
"SECTM1"	-0.724230992870525	3.76563124585632	-5.60228078115221	1.4983371391143e-07	5.49848491418093e-07	6.43862969956895
"RETREG2"	0.260681743500878	4.41883460379079	5.59902015489008	1.52057496421838e-07	5.5780446229581e-07	6.42425159669238
"RPL8"	0.587749061679299	9.10918163448386	5.59737582372752	1.53191181126505e-07	5.61757173181169e-07	6.41700252675916
"AEN"	0.478485575217193	2.33676988130737	5.5967077182038	1.53654168876888e-07	5.63248419636687e-07	6.41405751307253
"ANKDD1A"	-0.341665624927789	1.12482085595119	-5.59477405527894	1.55001909444809e-07	5.67914340930642e-07	6.40553503488897
"MYLIP"	-0.581179711790877	3.94515719202684	-5.59471876624526	1.55040615074065e-07	5.67914340930642e-07	6.40529137702122
"IGLV1-51"	2.02097668465719	5.95654211736123	5.59299307663325	1.56253472543964e-07	5.72147464459772e-07	6.39768697642931
"ZMIZ1"	-0.536862273416141	3.6515727954614	-5.59243187800999	1.56649896106511e-07	5.73389077988693e-07	6.39521429238065
"NANS"	0.427581054394561	3.40370140990061	5.59077119153858	1.57828764635275e-07	5.77492735584613e-07	6.3878980040795
"IGKV1OR2-118"	0.287213643740437	0.214394617704652	5.59044839916953	1.58058911415816e-07	5.78123304373869e-07	6.38647605913076
"UBE2V2"	0.360998693748421	2.98268150550544	5.58982001438036	1.58507885016163e-07	5.79553510113942e-07	6.38370807081038
"GSN"	-0.62435730667772	5.64403097374693	-5.58778100858896	1.59973352229551e-07	5.84697924815611e-07	6.37472761623431
"MUS81"	0.281556278147368	2.54628288875561	5.58756811350783	1.60127126557779e-07	5.85046132838066e-07	6.37379006310422
"EIF3E"	0.513872738417193	5.47109720838088	5.58358655016176	1.63029836357093e-07	5.95406489390631e-07	6.35625967899861
"ADA"	0.589062528896913	1.66812112136319	5.58351585675586	1.63081837444094e-07	5.95406489390631e-07	6.35594848778353
"OSBP"	0.305598636954912	3.98049242069342	5.57826161818027	1.66992605058344e-07	6.09462062256729e-07	6.3328256769702
"TLR6"	0.395615740708123	0.975741395932658	5.57690571297103	1.68016635927585e-07	6.12975687441025e-07	6.32686062733285
"SRFBP1"	0.340228614413684	2.23678553207982	5.57617919770885	1.68567855975993e-07	6.14762421502526e-07	6.32366479928575
"FZD3"	0.398561873153403	0.798281667280719	5.57562064147752	1.68992846590141e-07	6.16087665293989e-07	6.32120795788075
"TBC1D16"	0.513322221353684	2.4222638302307	5.57476572784826	1.69645360988304e-07	6.1824111147341e-07	6.31744784250066
"PDXK"	-0.481387095056141	3.98469723872368	-5.5739967454028	1.70234396060545e-07	6.20161734282495e-07	6.31406595312637
"HYAL3"	0.405006578587895	1.29655956064579	5.57377791142884	1.70402387170253e-07	6.20547659032241e-07	6.31310359694741
"DKK3"	-0.854536450814211	4.52923685828289	-5.57344905682764	1.70655142626064e-07	6.21241873411228e-07	6.31165744847953
"IGLV2-34"	0.892748576518935	0.997118120924448	5.572763721201	1.71183067673136e-07	6.22936927485937e-07	6.30864381940593
